,powerlaw fit total assets,powerlaw fit cash,powerlaw fit loans,powerlaw fit own funds,powerlaw fit deposits,powerlaw fit securities collateral FINREP,powerlaw fit securities collateral SHSG (nominal value),powerlaw fit securities collateral SHSG (market value),powerlaw fit cash over total assets,powerlaw fit loans over total assets,powerlaw fit own funds over total assets,powerlaw fit deposits over total assets,powerlaw fit securities collateral FINREP over total assets,powerlaw fit securities collateral SHSG (nominal value) over total assets,powerlaw fit securities collateral SHSG (market value) over total assets,powerlaw alpha total assets,powerlaw alpha cash,powerlaw alpha loans,powerlaw alpha own funds,powerlaw alpha deposits,powerlaw alpha securities collateral FINREP,powerlaw alpha securities collateral SHSG (nominal value),powerlaw alpha securities collateral SHSG (market value),powerlaw alpha cash over total assets,powerlaw alpha loans over total assets,powerlaw alpha own funds over total assets,powerlaw alpha deposits over total assets,powerlaw alpha securities collateral FINREP over total assets,powerlaw alpha securities collateral SHSG (nominal value) over total assets,powerlaw alpha securities collateral SHSG (market value) over total assets,powerlaw p-value total assets,powerlaw p-value cash,powerlaw p-value loans,powerlaw p-value own funds,powerlaw p-value deposits,powerlaw p-value securities collateral FINREP,powerlaw p-value securities collateral SHSG (nominal value),powerlaw p-value securities collateral SHSG (market value),powerlaw p-value cash over total assets,powerlaw p-value loans over total assets,powerlaw p-value own funds over total assets,powerlaw p-value deposits over total assets,powerlaw p-value securities collateral FINREP over total assets,powerlaw p-value securities collateral SHSG (nominal value) over total assets,powerlaw p-value securities collateral SHSG (market value) over total assets
2019-01-02,<powerlaw.Fit object at 0x000001F45F09CA00>,<powerlaw.Fit object at 0x000001F45F093F10>,<powerlaw.Fit object at 0x000001F45F08C940>,<powerlaw.Fit object at 0x000001F45F090790>,<powerlaw.Fit object at 0x000001F45F0A35B0>,<powerlaw.Fit object at 0x000001F45F0A3B80>,<powerlaw.Fit object at 0x000001F45F0A3FD0>,<powerlaw.Fit object at 0x000001F45F0AD2B0>,<powerlaw.Fit object at 0x000001F45F0AD5B0>,<powerlaw.Fit object at 0x000001F45F0AD8B0>,<powerlaw.Fit object at 0x000001F45F0ADBB0>,<powerlaw.Fit object at 0x000001F45F0ADEB0>,<powerlaw.Fit object at 0x000001F45F0AA1F0>,<powerlaw.Fit object at 0x000001F45F0AA4F0>,<powerlaw.Fit object at 0x000001F45F0AA7F0>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2019-04-01,<powerlaw.Fit object at 0x000001F45F0AD910>,<powerlaw.Fit object at 0x000001F45F0AD0D0>,<powerlaw.Fit object at 0x000001F45F0A33A0>,<powerlaw.Fit object at 0x000001F45F093640>,<powerlaw.Fit object at 0x000001F45F09CC70>,<powerlaw.Fit object at 0x000001F45F0AA850>,<powerlaw.Fit object at 0x000001F45F0AABE0>,<powerlaw.Fit object at 0x000001F45F0AAF40>,<powerlaw.Fit object at 0x000001F45F0B8280>,<powerlaw.Fit object at 0x000001F45F0B8580>,<powerlaw.Fit object at 0x000001F45F0B8880>,<powerlaw.Fit object at 0x000001F45F0B8B80>,<powerlaw.Fit object at 0x000001F45F0B8EB0>,<powerlaw.Fit object at 0x000001F45F0BE1C0>,<powerlaw.Fit object at 0x000001F45F0BE4C0>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2019-07-01,<powerlaw.Fit object at 0x000001F45F0B88E0>,<powerlaw.Fit object at 0x000001F45F0AA9D0>,<powerlaw.Fit object at 0x000001F45F0AA490>,<powerlaw.Fit object at 0x000001F45F090FD0>,<powerlaw.Fit object at 0x000001F45F0AD250>,<powerlaw.Fit object at 0x000001F45F0BE520>,<powerlaw.Fit object at 0x000001F45F0BE8B0>,<powerlaw.Fit object at 0x000001F45F0BEC10>,<powerlaw.Fit object at 0x000001F45F0BEF10>,<powerlaw.Fit object at 0x000001F45F0C2250>,<powerlaw.Fit object at 0x000001F45F0C2550>,<powerlaw.Fit object at 0x000001F45F0C2850>,<powerlaw.Fit object at 0x000001F45F0C2C10>,<powerlaw.Fit object at 0x000001F45F0C2E50>,<powerlaw.Fit object at 0x000001F45F0CA190>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2019-10-01,<powerlaw.Fit object at 0x000001F45F0C28B0>,<powerlaw.Fit object at 0x000001F45F0BEEB0>,<powerlaw.Fit object at 0x000001F45F0BE550>,<powerlaw.Fit object at 0x000001F45F0A3C70>,<powerlaw.Fit object at 0x000001F45F0B85E0>,<powerlaw.Fit object at 0x000001F45F0CA1F0>,<powerlaw.Fit object at 0x000001F45F0CA580>,<powerlaw.Fit object at 0x000001F45F0CA8E0>,<powerlaw.Fit object at 0x000001F45F0CABE0>,<powerlaw.Fit object at 0x000001F45F0CAEE0>,<powerlaw.Fit object at 0x000001F45F0D3220>,<powerlaw.Fit object at 0x000001F45F0D3520>,<powerlaw.Fit object at 0x000001F45F0D3820>,<powerlaw.Fit object at 0x000001F45F0D3B20>,<powerlaw.Fit object at 0x000001F45F0D3E20>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2020-01-02,<powerlaw.Fit object at 0x000001F45F0CA9A0>,<powerlaw.Fit object at 0x000001F45F0A3CD0>,<powerlaw.Fit object at 0x000001F45F0BE7C0>,<powerlaw.Fit object at 0x000001F45F0C2F70>,<powerlaw.Fit object at 0x000001F45F0D37C0>,<powerlaw.Fit object at 0x000001F45F0D3E80>,<powerlaw.Fit object at 0x000001F45F0D81F0>,<powerlaw.Fit object at 0x000001F45F0D85B0>,<powerlaw.Fit object at 0x000001F45F0D88B0>,<powerlaw.Fit object at 0x000001F45F0D8BE0>,<powerlaw.Fit object at 0x000001F45F0D8F40>,<powerlaw.Fit object at 0x000001F45F0DE2E0>,<powerlaw.Fit object at 0x000001F45F0DE640>,<powerlaw.Fit object at 0x000001F45F0DE9A0>,<powerlaw.Fit object at 0x000001F45F0DED00>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2020-04-01,<powerlaw.Fit object at 0x000001F45F0D8A00>,<powerlaw.Fit object at 0x000001F45F0D3EE0>,<powerlaw.Fit object at 0x000001F45F0B8340>,<powerlaw.Fit object at 0x000001F45F0CA670>,<powerlaw.Fit object at 0x000001F45F0DE6D0>,<powerlaw.Fit object at 0x000001F45F0DED60>,<powerlaw.Fit object at 0x000001F45F0DF190>,<powerlaw.Fit object at 0x000001F45F0DF4F0>,<powerlaw.Fit object at 0x000001F45F0DF820>,<powerlaw.Fit object at 0x000001F45F0DFB80>,<powerlaw.Fit object at 0x000001F45F0DFEE0>,<powerlaw.Fit object at 0x000001F45F0EA280>,<powerlaw.Fit object at 0x000001F45F0EA5E0>,<powerlaw.Fit object at 0x000001F45F0EA940>,<powerlaw.Fit object at 0x000001F45F0EACA0>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2020-07-01,<powerlaw.Fit object at 0x000001F45F0DF910>,<powerlaw.Fit object at 0x000001F45F0DECA0>,<powerlaw.Fit object at 0x000001F45F0CA940>,<powerlaw.Fit object at 0x000001F45F0D8640>,<powerlaw.Fit object at 0x000001F45F0EAAC0>,<powerlaw.Fit object at 0x000001F45F0EAFA0>,<powerlaw.Fit object at 0x000001F45F0ED310>,<powerlaw.Fit object at 0x000001F45F0ED5B0>,<powerlaw.Fit object at 0x000001F45F0ED880>,<powerlaw.Fit object at 0x000001F45F0EDB80>,<powerlaw.Fit object at 0x000001F45F0EDE80>,<powerlaw.Fit object at 0x000001F45F0F6220>,<powerlaw.Fit object at 0x000001F45F0F6580>,<powerlaw.Fit object at 0x000001F45F0F68E0>,<powerlaw.Fit object at 0x000001F45F0F6C40>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2020-10-01,<powerlaw.Fit object at 0x000001F45F0ED970>,<powerlaw.Fit object at 0x000001F45F0EA400>,<powerlaw.Fit object at 0x000001F45F0D8FA0>,<powerlaw.Fit object at 0x000001F45F0DF9A0>,<powerlaw.Fit object at 0x000001F45F0F6A60>,<powerlaw.Fit object at 0x000001F45F0F6CA0>,<powerlaw.Fit object at 0x000001F45F0FA070>,<powerlaw.Fit object at 0x000001F45F0FA430>,<powerlaw.Fit object at 0x000001F45F0FA760>,<powerlaw.Fit object at 0x000001F45F0FAAC0>,<powerlaw.Fit object at 0x000001F45F0FAE20>,<powerlaw.Fit object at 0x000001F45F101340>,<powerlaw.Fit object at 0x000001F45F1015E0>,<powerlaw.Fit object at 0x000001F45F1018E0>,<powerlaw.Fit object at 0x000001F45F101BE0>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2021-01-04,<powerlaw.Fit object at 0x000001F45F0FA820>,<powerlaw.Fit object at 0x000001F45F0F6D30>,<powerlaw.Fit object at 0x000001F45F0DFFD0>,<powerlaw.Fit object at 0x000001F45F0ED640>,<powerlaw.Fit object at 0x000001F45F101940>,<powerlaw.Fit object at 0x000001F45F101C40>,<powerlaw.Fit object at 0x000001F45F107190>,<powerlaw.Fit object at 0x000001F45F1073D0>,<powerlaw.Fit object at 0x000001F45F107700>,<powerlaw.Fit object at 0x000001F45F107B20>,<powerlaw.Fit object at 0x000001F45F107FD0>,<powerlaw.Fit object at 0x000001F45F109250>,<powerlaw.Fit object at 0x000001F45F109550>,<powerlaw.Fit object at 0x000001F45F109850>,<powerlaw.Fit object at 0x000001F45F109B80>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2021-04-01,<powerlaw.Fit object at 0x000001F45F1078B0>,<powerlaw.Fit object at 0x000001F45F101670>,<powerlaw.Fit object at 0x000001F45F0ED370>,<powerlaw.Fit object at 0x000001F45F0FA7C0>,<powerlaw.Fit object at 0x000001F45F1099A0>,<powerlaw.Fit object at 0x000001F45F109BE0>,<powerlaw.Fit object at 0x000001F45F109F70>,<powerlaw.Fit object at 0x000001F45F115370>,<powerlaw.Fit object at 0x000001F45F1156A0>,<powerlaw.Fit object at 0x000001F45F115AF0>,<powerlaw.Fit object at 0x000001F45F115DF0>,<powerlaw.Fit object at 0x000001F45F11B130>,<powerlaw.Fit object at 0x000001F45F11B460>,<powerlaw.Fit object at 0x000001F45F11B7C0>,<powerlaw.Fit object at 0x000001F45F11BB20>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2021-07-01,<powerlaw.Fit object at 0x000001F45F115850>,<powerlaw.Fit object at 0x000001F45F109C70>,<powerlaw.Fit object at 0x000001F45F0FA490>,<powerlaw.Fit object at 0x000001F45F107370>,<powerlaw.Fit object at 0x000001F45F11B820>,<powerlaw.Fit object at 0x000001F45F11BB80>,<powerlaw.Fit object at 0x000001F45F11BFD0>,<powerlaw.Fit object at 0x000001F45F124340>,<powerlaw.Fit object at 0x000001F45F124640>,<powerlaw.Fit object at 0x000001F45F1249A0>,<powerlaw.Fit object at 0x000001F45F124D00>,<powerlaw.Fit object at 0x000001F45F1270A0>,<powerlaw.Fit object at 0x000001F45F127400>,<powerlaw.Fit object at 0x000001F45F127850>,<powerlaw.Fit object at 0x000001F45F127B80>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2021-10-01,<powerlaw.Fit object at 0x000001F45F1246A0>,<powerlaw.Fit object at 0x000001F45F11BC10>,<powerlaw.Fit object at 0x000001F45F1070D0>,<powerlaw.Fit object at 0x000001F45F115430>,<powerlaw.Fit object at 0x000001F45F127940>,<powerlaw.Fit object at 0x000001F45F127C10>,<powerlaw.Fit object at 0x000001F45F127FD0>,<powerlaw.Fit object at 0x000001F45F1302E0>,<powerlaw.Fit object at 0x000001F45F1305E0>,<powerlaw.Fit object at 0x000001F45F130940>,<powerlaw.Fit object at 0x000001F45F130CA0>,<powerlaw.Fit object at 0x000001F45F130FD0>,<powerlaw.Fit object at 0x000001F45F1323A0>,<powerlaw.Fit object at 0x000001F45F1328E0>,<powerlaw.Fit object at 0x000001F45F132B80>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2022-01-03,<powerlaw.Fit object at 0x000001F45F130640>,<powerlaw.Fit object at 0x000001F45F127BE0>,<powerlaw.Fit object at 0x000001F45F115E50>,<powerlaw.Fit object at 0x000001F45F124040>,<powerlaw.Fit object at 0x000001F45F132970>,<powerlaw.Fit object at 0x000001F45F132BE0>,<powerlaw.Fit object at 0x000001F45F132FD0>,<powerlaw.Fit object at 0x000001F45F13B310>,<powerlaw.Fit object at 0x000001F45F13B610>,<powerlaw.Fit object at 0x000001F45F13B910>,<powerlaw.Fit object at 0x000001F45F13BC40>,<powerlaw.Fit object at 0x000001F45F13BFA0>,<powerlaw.Fit object at 0x000001F45F13E370>,<powerlaw.Fit object at 0x000001F45F13E6A0>,<powerlaw.Fit object at 0x000001F45F13EA00>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
2022-04-01,<powerlaw.Fit object at 0x000001F45F13B700>,<powerlaw.Fit object at 0x000001F45F132CD0>,<powerlaw.Fit object at 0x000001F45F124D60>,<powerlaw.Fit object at 0x000001F45F1300D0>,<powerlaw.Fit object at 0x000001F45F13E790>,<powerlaw.Fit object at 0x000001F45F13EAC0>,<powerlaw.Fit object at 0x000001F45F13EE80>,<powerlaw.Fit object at 0x000001F45F147220>,<powerlaw.Fit object at 0x000001F45F147520>,<powerlaw.Fit object at 0x000001F45F147880>,<powerlaw.Fit object at 0x000001F45F147BE0>,<powerlaw.Fit object at 0x000001F45F147F40>,<powerlaw.Fit object at 0x000001F45F14B310>,<powerlaw.Fit object at 0x000001F45F14B640>,<powerlaw.Fit object at 0x000001F45F14B9A0>,1.5527177556400735,1.663976293827868,1.4509456963802356,2.6735495741368966,2.1979833563365703,5.070137456933095,3.2521278149496933,3.535296376387833,2.105635276024645,2.351227535904238,3.9451260090591567,48.16826048184948,2.7632648836989766,1.6844326629105135,1.6467138911120736,0.045464817193170144,0.000981168181047317,0.40807047965884136,0.9021971986672589,0.6510792354703296,0.5491631119589608,0.5357796264567884,0.33153574155000665,0.9565031120713685,0.5073277044694532,0.16512036257237095,0.1555215397660868,0.2225232301048351,8.802877602912284e-07,1.3270712026320332e-06
